"","sub","lib_size","median_rho","quantile_rho_5","quantile_rho_95","median_rho_ran","quantile_rho_5_ran","quantile_rho_95_ran"
"34","southern",15,0.0626136718779142,-0.243436507579551,0.24539020229403,0.0738610430432823,-0.298403915795088,0.355162008243028
"35","southern",16,0.0670548396259236,-0.241513712498945,0.254492206587425,0.0778371616843216,-0.298572416644426,0.369818147737486
"36","southern",17,0.0717922217940847,-0.227427229441096,0.253353882113555,0.0770958948172755,-0.284307115741917,0.366185292483147
"37","southern",18,0.0729375784453227,-0.215523609741526,0.259662152795386,0.0835616167873656,-0.277241571199183,0.367753670814869
"38","southern",19,0.0810284556209947,-0.206611336306781,0.260731973342116,0.0826053454361326,-0.285177632848794,0.369400722721059
"39","southern",20,0.0847416647151198,-0.200522771806327,0.269545257169071,0.0843634648265944,-0.282422633331397,0.368526135060735
"40","southern",21,0.0912961888516125,-0.185101474792073,0.274570678913549,0.0840528945483747,-0.270245173889209,0.379154008721412
"41","southern",22,0.0973570032961992,-0.180001650425339,0.277626700733578,0.092266547653791,-0.265417837938905,0.37413239336751
"42","southern",23,0.0945539028576209,-0.183344937415412,0.279255969730337,0.0897146398018289,-0.268059641404766,0.36216251621187
"43","southern",24,0.0973470135353282,-0.168353363714233,0.280613195215241,0.0883069816654457,-0.262779433792052,0.37561822671598
"44","southern",25,0.104063486396184,-0.163857591274573,0.2830039400382,0.0899431977549608,-0.268341845437366,0.381698575817503
"45","southern",26,0.104217684863173,-0.157792053150851,0.279995183195041,0.0984103180560303,-0.258114212138322,0.376793291773143
"46","southern",27,0.102643897973721,-0.161852775049124,0.28099646050847,0.0933882979358334,-0.254051873031805,0.379361448469261
"47","southern",28,0.105788954783674,-0.14848116778272,0.282500852118455,0.0977845141540072,-0.252484716846068,0.378076998486536
"48","southern",29,0.0992614306587308,-0.145234872209493,0.28440304481903,0.100332184743815,-0.256965912952337,0.385614355324082
"49","southern",30,0.104189245152356,-0.136342965675534,0.285289402361431,0.102755655971041,-0.249788159093272,0.386093594056238
"50","southern",31,0.108269843124379,-0.130691023414355,0.28223727944692,0.0983852945761132,-0.236843031045526,0.385089316598753
"51","southern",32,0.113383852755279,-0.134304187149802,0.285793384331023,0.09875759322154,-0.245347754195796,0.37971884873057
"52","southern",33,0.110571965066079,-0.123999692474032,0.284135023020536,0.103124008970639,-0.248371275443618,0.379196500313169
"53","southern",34,0.107921612540614,-0.124326853438208,0.281169327468484,0.0997653565616743,-0.244495676838901,0.38646673617149
"54","southern",35,0.111427606662133,-0.124689064366646,0.28191026122812,0.107947980026824,-0.247189071534083,0.381735410856204
"55","southern",36,0.114411600553682,-0.109615214630689,0.281661435714722,0.105312118914695,-0.237638773709361,0.383022703283777
"56","southern",37,0.109638125047473,-0.124229161961687,0.27691398592416,0.100578490717567,-0.234760421809739,0.384028647191536
"57","viking",10,0.200948607775938,-0.218961208318432,0.397941464195597,0.10376199962708,-0.259148979207289,0.375620247710104
"58","viking",11,0.20071586027767,-0.203027032808547,0.398589432305825,0.113093243533973,-0.235922018394959,0.38225494356837
"59","viking",12,0.195148734382488,-0.178215461136167,0.393839202287928,0.121599273089626,-0.229828404548158,0.387945724200368
"60","viking",13,0.192899411084828,-0.171113923841561,0.385629032531866,0.13045526881472,-0.231967518419636,0.397076465698145
"61","viking",14,0.195748651357061,-0.136998411116935,0.38094910824192,0.134165963194378,-0.211449720739712,0.393471009984981
"62","viking",15,0.195808043695654,-0.127946152658401,0.382939716329392,0.141848499931295,-0.213681142491637,0.393698468878867
"63","viking",16,0.195196220288014,-0.117523823570834,0.380795137160029,0.150761006521268,-0.193192777663419,0.403018161532013
"64","viking",17,0.203383057437108,-0.108405073023669,0.379751735682853,0.146119734695793,-0.190395022842994,0.40432797441128
"65","viking",18,0.197713891355191,-0.101956611132011,0.375359348902157,0.153660386003373,-0.176184121871868,0.41150593689291
"66","viking",19,0.20321290211844,-0.0844052533049292,0.375354575262263,0.155332764866127,-0.165925241263786,0.401475623453818
"67","viking",20,0.201050732831719,-0.0698055258409811,0.377354213341092,0.158885070548648,-0.17498900583951,0.408350697696943
"68","viking",21,0.207330530457783,-0.064217364498711,0.377271656797949,0.1604280808346,-0.160542686936631,0.400186283062369
"69","viking",22,0.210442293464392,-0.0527785172609793,0.378382693561634,0.166919211990079,-0.161498641270132,0.416790552898174
